id, name,act,debut_date,disband_date,sales_circle, views, circle_streaming_score, billboard global, music_show_awards, yearly_awards, paks
2372,Jungmo,solo,,,0,0,0,0,0,0,0
2373,Woobin,solo,,,0,31068,0,0,0,0,0
2374,Taeyoung,solo,,,0,0,0,0,0,0,0
2375,Chihoon,solo,,2022,0,0,0,0,0,0,0
2376,Donggeon,solo,,2023,0,0,0,0,0,0,0
2377,Jaeyun,solo,,2023,0,5360,0,0,0,0,0
2378,J.YOU,solo,,2023,0,0,0,0,0,0,0
2379,Kyungho,solo,,2023,0,0,0,0,0,0,0
2380,Seongmin,solo,,,0,174933,0,0,0,0,0
2381,Woongki,solo,,,0,0,0,0,0,0,0
2382,ChaeY,solo,2019-09-17,2023,0,30707,0,0,0,0,0
2383,Wooyeon,solo,,,0,0,0,0,0,0,0
2384,Sora,solo,,,0,0,0,0,0,0,0
2385,Songyee,solo,,2020,0,0,0,0,0,0,0
2386,Léa,solo,,2025,0,0,0,0,0,0,0
2387,Dita,solo,2025-10-24,,0,721349,0,0,0,0,0
2388,Soodam,solo,,2025,0,0,0,0,0,0,0
2389,Denise,solo,,2022,0,0,0,0,0,0,0
2390,LUNEDI,solo,2025-12-07,,0,2382,0,0,0,0,0
2391,Soeun,solo,,,0,0,0,0,0,0,0
2392,Jaehee,solo,,,0,0,0,0,0,0,0
2393,Jihan,solo,,,0,36805,0,0,0,0,0
2394,Zoa,solo,,,0,0,0,0,0,0,0
2395,Seokhwa,solo,,,0,0,0,0,0,0,0
2396,Rano,solo,,,0,0,0,0,0,0,0
2397,Won Hyuk,solo,,,0,13353,0,0,0,0,0
2398,Choi In,solo,,,0,0,0,0,0,0,0
2399,Seungyeop,solo,,2025,0,0,0,0,0,0,0
2400,Baekgyeul,solo,,,0,0,0,0,0,0,0
2401,Romin,solo,,,0,0,0,0,0,0,0
2402,Yejun,solo,,,0,0,0,0,0,0,0
2403,Ayeon,solo,,,0,0,0,0,0,0,0
2404,Heesu,solo,,,0,0,0,0,0,0,0
2405,Daseul,solo,,,0,0,0,0,0,0,0
2406,Junghwan,solo,,,0,0,0,0,0,0,0
2407,Hyeop,solo,,,0,0,0,0,0,0,0
2408,Changuk,solo,,,0,0,0,0,0,0,0
2409,Dongyun,solo,,,0,0,0,0,0,0,0
2410,Alex,solo,,2023,0,0,0,0,0,0,0
2412,Junhyung,solo,,,0,0,0,0,0,0,0
2413,Kangsung,solo,,,0,0,0,0,0,0,0
2414,Junseong,solo,,,0,0,0,0,0,0,0
2415,Prince,solo,,,0,0,0,0,0,0,0
2416,Keeho,solo,,,0,0,0,0,0,0,0
2417,Jiung,solo,,,0,0,0,0,0,0,0
2418,Intak,solo,,,0,0,0,0,0,0,0
2419,Soul,solo,,,0,0,0,0,0,0,0
2420,Jongseob,solo,,,0,0,0,0,0,0,0
2421,Jungwon,solo,,,0,0,0,0,0,0,0
2422,Jake,solo,,,0,0,0,0,0,0,0
2423,Ni-Ki,solo,,,0,0,0,0,0,0,0
2424,Heeseung,solo,,,0,0,0,0,0,0,0
2425,Sunghoon,solo,,,0,0,0,0,0,0,0
2426,Theo,solo,,,0,414504,0,0,0,0,0
2427,D1,solo,,,0,0,0,0,0,0,0
2428,Teo,solo,,2023,0,0,0,0,0,0,0
2429,GK,solo,,,0,0,0,0,0,0,0
2430,Heechan,solo,,,0,0,0,0,0,0,0
2431,Lune,solo,,,0,0,0,0,0,0,0
2432,Yuku,solo,,,0,0,0,0,0,0,0
2433,Harry-June,solo,,,0,0,0,0,0,0,0
2434,Hanwoom,solo,,,0,0,0,0,0,0,0
2435,Seoyoon,solo,,2022,0,0,0,0,0,0,0
2436,Cui Xiang,solo,,2022,0,0,0,0,0,0,0
2437,Mihee,solo,,2022,0,0,0,0,0,0,0
2438,Shiho,solo,,2022,0,0,0,0,0,0,0
2439,Ahyoon,solo,,2022,0,0,0,0,0,0,0
2440,MUU,solo,2022-09-17,,0,241845,0,0,0,0,0
2441,Yuuri,solo,,2022,0,0,0,0,0,0,0
2442,Sieun,solo,,2021,0,0,0,0,0,0,0
2443,Suri,solo,,2021,0,0,0,0,0,0,0
2444,Nason,solo,,2020,0,0,0,0,0,0,0
2445,Noah,solo,,2021,0,0,0,0,0,0,0
2446,Karina,solo,,,0,0,1562,5,1,0,0
2447,Winter,solo,,,0,26887933,1,0,0,0,0
2448,Ningning,solo,,,0,360736,0,0,0,0,0
2449,Juhyun,solo,,2022,0,0,0,0,0,0,0
2450,Ayamy,solo,,2022,0,0,0,0,0,0,0
2451,Marin,solo,,2022,0,0,0,0,0,0,0
2452,Isa,solo,,,0,480375,0,0,0,0,0
2453,Seeun,solo,,,0,0,0,0,0,0,0
2454,Muzin,solo,,,0,0,0,0,0,0,0
2455,Youngseo,solo,,,0,39917,0,0,0,0,0
2456,Doha,solo,,,0,0,0,0,0,0,0
2457,Bit,solo,,,0,0,0,0,0,0,0
2458,Shotaro,solo,,,0,0,0,0,0,0,0
2459,Sungchan,solo,,,0,0,0,0,0,0,0
2460,SongSun,solo,,,0,64510,0,0,0,0,0
2461,Kelly,solo,,,0,0,0,0,0,0,0
2462,Jinha,solo,,2023,0,0,0,0,0,0,0
2463,Hyunbin,solo,,,0,0,0,0,0,0,0
2464,Mire,solo,,,0,0,0,0,0,0,0
2465,Sian,solo,,2024,0,0,0,0,0,0,0
2466,On,solo,,2024,0,0,0,0,0,0,0
2467,Kairi,solo,,2024,0,0,0,0,0,0,0
2468,Kio,solo,,2024,0,0,0,0,0,0,0
2469,Lola,solo,,,0,0,0,0,0,0,0
2470,Satbyeol,solo,,2022,0,0,0,0,0,0,0
2471,Chiwoo,solo,,2022,0,0,0,0,0,0,0
2472,Ivan,solo,,,0,0,0,0,0,0,0
2473,Jahan,solo,,,0,0,0,0,0,0,0
2474,Junjin,solo,,,26374,1191992,181,0,0,0,0
2475,Andy,solo,,,8615,61927,2,0,0,0,0
2476,Chowon,solo,,,0,0,0,0,0,0,0
2477,Huiyeon,solo,,2022,0,0,0,0,0,0,0
2478,Ida,solo,,,0,0,0,0,0,0,0
2479,Vita,solo,,,0,0,0,0,0,0,0
2480,Aki,solo,,,0,0,0,0,0,0,0
2481,Shinye,solo,,,0,0,0,0,0,0,0
2482,Keita,solo,,,0,0,0,0,0,0,0
2483,Dohwan,solo,,2023,0,0,0,0,0,0,0
2484,Lien,solo,,,0,0,0,0,0,0,0
2485,Junhyuk,solo,,,0,0,0,0,0,0,0
2486,Khael,solo,,,0,0,0,0,0,0,0
2487,Siyoung,solo,,,0,0,0,0,0,0,0
2488,Juhan,solo,,,0,0,0,0,0,0,0
2489,Jinhwa,solo,,,0,0,0,0,0,0,0
2490,Sya,solo,,,0,0,0,0,0,0,0
2491,Lutan,solo,,,0,0,0,0,0,0,0
2492,Go_U,solo,,2024,0,0,0,0,0,0,0
2493,Mayna,solo,,2022,0,0,0,0,0,0,0
2494,Hyeongshin,solo,,2022,0,0,0,0,0,0,0
2495,Dana,solo,,2022,0,0,0,0,0,0,0
2496,Yewon,solo,,2022,0,0,0,0,0,0,0
2497,Dain,solo,,2022,0,0,0,0,0,0,0
2498,Momoka,solo,,2024,0,0,0,0,0,0,0
2499,Miku,solo,,2024,0,0,0,0,0,0,0
2500,Mint,solo,2016-04-14,,0,921162,0,0,0,0,0
2501,Myungji,solo,,2014,0,0,0,0,0,0,0
2502,Hangyeom,solo,,,0,0,0,0,0,0,0
2503,Bain,solo,,,0,716955,0,0,0,0,0
2504,Sangwoo,solo,,,0,0,0,0,0,0,0
2505,E.Ji,solo,,,0,0,0,0,0,0,0
2507,Yeju,solo,,,0,0,0,0,0,0,0
2508,Steven,solo,,,0,0,0,0,0,0,0
2509,Suil,solo,,,0,0,0,0,0,0,0
2510,Rainie,solo,,,0,0,0,0,0,0,0
2511,Choyeon,solo,,2022,0,0,0,0,0,0,0
2512,Zin,solo,,2022,0,0,0,0,0,0,0
2513,Moon Sua,solo,,,0,552601,0,0,0,0,0
2514,Haram,solo,,,0,45634,0,0,0,0,0
2515,Tsuki,solo,,,0,137184,0,0,0,0,0
2516,Haruna,solo,,,0,0,0,0,0,0,0
2517,Wish,solo,,,0,0,0,0,0,0,0
2518,Keum,solo,,2025,0,0,0,0,0,0,0
2519,Mu,solo,,,0,0,0,0,0,0,0
2520,A-min,solo,,,0,0,0,0,0,0,0
2521,Baek Seung,solo,,,0,0,0,0,0,0,0
2522,Ayden,solo,,,0,0,0,0,0,0,0
2523,Yewang,solo,,,0,0,0,0,0,0,0
2524,Jeff,solo,,,0,0,0,0,0,0,0
2525,Youngheun,solo,,2022,0,0,0,0,0,0,0
2526,Fatou,solo,,,0,880425,0,0,0,0,0
2527,Judy,solo,,2022,0,0,0,0,0,0,0
2528,Lee Jin,solo,,,0,0,0,0,0,0,0
2529,Soojung,solo,,2023,0,0,0,0,0,0,0
2530,Dakyung,solo,,,0,0,0,0,0,0,0
2531,JooA,solo,,,0,0,0,0,0,0,0
2532,Yeseul,solo,,,0,0,0,0,0,0,0
2533,Sullyoon,solo,,,0,0,0,0,0,0,0
2534,Bae,solo,,,0,58381,0,0,0,0,0
2535,Mashiro,solo,,,0,505832,0,0,0,0,0
2536,Hikaru,solo,,,0,0,0,0,0,0,0
2537,Youngeun,solo,,,0,0,0,0,0,0,0
2538,Huening Bahiyyih,solo,,,0,0,0,0,0,0,0
2539,XiaoTing,solo,,,0,0,0,0,0,0,0
2540,Sitala,solo,,2022,0,0,0,0,0,0,0
2541,Seoi,solo,,,0,0,0,0,0,0,0
2542,Riina,solo,,,0,0,0,0,0,0,0
2543,Hanbin,solo,,,0,0,0,0,0,0,0
2544,Hyungseop,solo,,,0,0,0,0,0,0,0
2545,Eunchan,solo,,,0,0,0,0,0,0,0
2546,Taerae,solo,,,0,0,0,0,0,0,0
2547,Rona,solo,,,0,0,0,0,0,0,0
2548,Ririka,solo,,,0,0,0,0,0,0,0
2549,Nayu,solo,,,0,0,0,0,0,0,0
2550,Elva,solo,,,0,0,0,0,0,0,0
2551,Lily,solo,,,0,0,0,0,0,0,0
2552,Haewon,solo,,,0,0,0,0,0,0,0
2553,Jinyoung,solo,,2018,0,0,0,0,0,0,0
2554,Feeldog,solo,,,0,270481,0,0,0,0,0
2555,from20,solo,2021-03-28,,0,6509318,0,0,0,0,0
2556,Sunghak,solo,,2019,0,0,0,0,0,0,0
2557,Jvde Milez,solo,,2019,0,19958,0,0,0,0,0
2558,Baram,solo,,2019,0,0,0,0,0,0,0
2559,Jisoo,solo,2023-03-31,,2169994,962330108,3029,20,11,5,0
2560,A.cian,group,2012-09-28,2017,0,2615171,0,0,0,0,0
2561,Hyukjin,solo,,2020,0,0,0,0,0,0,0
2562,Jinwook,solo,,2020,0,81716,0,0,0,0,0
2563,Hyungseok,solo,,2020,0,0,0,0,0,0,0
2564,Jaepyeong,solo,,,0,0,0,0,0,0,0
2565,Jangwon,solo,,,0,0,0,0,0,0,0
2566,Antenna Music,group,2020-12-20,,0,4494847,0,0,0,0,0
2567,Jung JaeHyung,solo,,,3485,608766,77,0,0,0,0
2568,Lucid Fall,solo,1997-03-01,,17249,680356,128,0,0,1,0
2569,Yun Seokcheol,solo,2009-12-11,,0,0,0,0,0,0,0
2570,Chai,solo,2019-06-19,,0,159085,0,0,0,0,0
2571,Minwoo,solo,,,0,0,0,0,0,0,0
2572,Eunji,solo,,,0,0,0,0,0,0,0
2573,Yuna,solo,,,0,0,0,0,0,0,0
2574,Eunyoung,solo,,2016,0,0,0,0,0,0,0
2575,Seoah,solo,,2016,0,0,0,0,0,0,0
2576,Yejin,solo,,2016,0,0,0,0,0,0,0
2577,Yoojin,solo,,2017,0,0,0,0,0,0,0
2579,Alice,group,2017-06-01,,19500,26527588,0,0,0,0,0
2580,Ej,solo,,,0,0,0,0,0,0,0
2581,Chaejeong,solo,,,0,0,0,0,0,0,0
2582,Yukyung,solo,,,0,0,0,0,0,0,0
2583,MIYAVI + Kang Daniel,group,2021-09-15,,0,756792,0,0,0,0,0
2585,Taeyong + Wonstein,group,2022-04-14,2022,0,17534363,0,0,0,0,0
2586,KIGGEN,solo,2007-11-27,,0,668297,9,0,0,0,0
2587,Soyou + Huh Gak,group,2022-02-10,2022,0,62504,0,0,0,0,0
2589,VIBE + Sohyang,group,2022-02-08,2022,0,210840,0,0,0,0,0
2590,Me:us,group,2022-04-17,,0,43568,0,0,0,0,0
2591,Moon Hyuna + Minha + Eurine,group,2021-03-14,,0,0,0,0,0,0,0
2592,Minsu,solo,,2018,0,0,0,0,0,0,0
2593,Sunwoo,solo,,2018,0,0,0,0,0,0,0
2594,Sanchez,solo,2016-08-10,2017,0,0,84,0,0,0,0
2595,G.Na + Sanchez,group,2012-12-18,2012,0,1873706,0,0,0,0,0
2596,Hyunjin,solo,,,0,42206239,0,0,0,0,0
2597,Seungmin,solo,,,0,43022740,0,0,0,0,0
2598,Sumin,solo,,,0,0,0,0,0,0,0
2599,Sieun,solo,,,0,0,0,0,0,0,0
2600,Yoon,solo,,,0,0,0,0,0,0,0
2601,J,solo,,,0,0,0,0,0,0,0
2602,Kaeun,solo,,2015,0,0,0,0,0,0,0
2603,Yeji,solo,2025-03-10,,317118,34150218,0,0,0,0,0
2604,Yuna,solo,,,0,0,0,0,0,0,0
2605,Hayoung,solo,,,0,350587,0,0,0,0,0
2606,Chaeyoung,solo,,,0,0,0,0,0,0,0
2607,Jiwon,solo,,,0,813958,0,0,0,0,0
2608,Sojin,solo,,2019,0,7316917,144,0,0,0,0
2609,Yura,solo,,2019,0,127167,0,0,0,0,0
2610,Jisun,solo,,2019,0,0,74,0,0,0,0
2611,Jiin,solo,,2015,0,0,0,0,0,0,0
2612,Jihae,solo,,2012,0,0,0,0,0,0,0
2613,Hi Cutie,group,2017-10-12,,0,823775,0,0,0,0,0
2616,Yeeun,solo,2023-03-20,,0,13030315,0,0,0,0,0
2617,Yujin,solo,,,0,0,0,0,0,0,0
2618,Leellamarz,solo,,,0,12826105,252,0,0,0,0
2619,Eluphant,group,2006-03-21,,3454,2133962,151,0,0,0,0
2620,Kebee,solo,,,700,316141,10,0,0,0,0
2621,Minos,solo,,,0,0,0,0,0,0,0
2622,Soyul,solo,2015-01-12,,0,495308,0,0,0,0,0
2623,Choa,solo,,,0,0,375,0,0,0,0
2624,Mina,solo,,2020,0,0,0,0,0,0,0
2625,Nayoung,solo,,,0,0,0,0,0,0,0
2626,Yeoreum,solo,,2019,0,0,0,0,0,0,0
2627,CHOI YOOJUNG,solo,2022-09-14,,13700,5347404,0,0,0,0,0
2628,Soyeon,solo,,,0,11173,0,0,0,0,0
2629,Mimi,solo,,,0,0,0,0,0,0,0
2630,Jiho,solo,,2022,0,0,0,0,0,0,0
2631,Yubin,solo,,,0,0,36,0,0,0,0
2632,Minkyeung,solo,,2020,0,0,0,0,0,0,0
2633,Gyeongwon,solo,,2020,0,0,0,0,0,0,0
2634,Eunwoo,solo,,2020,0,0,0,0,0,0,0
2635,Yaebin,solo,,2020,0,0,0,0,0,0,0
2636,Xiyeon,solo,,2019,0,0,0,0,0,0,0
2637,Hana,solo,,,0,0,0,0,0,0,0
2638,Ara,solo,,,0,0,0,0,0,0,0
2639,Yebin,solo,,2022,0,0,0,0,0,0,0
2640,Nahyun,solo,,,0,0,0,0,0,0,0
2641,Jenny,solo,,2019,0,0,0,0,0,0,0
2642,Noeul,solo,,2016,0,0,54,0,0,0,0
2643,Hana,solo,,2018,0,0,0,0,0,0,0
2644,Jia,solo,,,0,0,0,0,0,0,0
2645,Soeun,solo,,,0,0,0,0,0,0,0
2646,Sogumm,solo,2019-10-21,,0,577386,0,0,0,1,0
2647,Sogumm + Ohhyuk,group,2020-10-05,,0,794759,0,0,0,0,0
2648,Sogumm + Keumbee,group,2022-03-03,,0,173096,0,0,0,0,0
2649,Jimin,solo,2023-03-17,,2666095,834053056,2300,147,10,5,0
2650,Jimin + Ha Sungwoon,group,2022-04-25,,0,71774059,0,2,0,0,0
2651,Jinyoung,solo,,,41954,17114823,30,0,0,0,0
2652,KIM BOA,solo,2023-07-07,,0,167727,0,0,0,0,0
2653,Sihyun,solo,,2017,0,0,0,0,0,0,0
2654,Skinny Brown,solo,2019-01-22,,0,1103302,0,0,0,0,0
2655,meenoi,solo,2019-07-31,,0,23307389,0,0,0,0,0
2656,Jo Hyunah,solo,,,0,1328617,275,0,0,0,0
2657,Park Yongin,solo,,,0,0,483,0,0,0,0
2658,Miso,solo,,,0,18032,0,0,0,0,0
2659,Sumin,solo,,,0,0,0,0,0,0,0
2660,Nana,solo,,,0,239759,0,0,0,0,0
2661,Lucy,solo,,,0,0,0,0,0,0,0
2662,Minseo,solo,,,0,0,0,0,0,0,0
2663,Jackie,solo,,,0,0,0,0,0,0,0
2664,Joonie,solo,,,0,0,0,0,0,0,0
2665,Chaerin,solo,,,0,0,0,0,0,0,0
2666,Sohee,solo,,2022,0,0,0,0,0,0,0
2667,Chowon,solo,,,0,0,0,0,0,0,0
2668,Giselle,solo,,,0,0,0,0,0,0,0
2669,Jubi,solo,,,0,0,0,0,0,0,0
2670,Jubi + Yijeong,group,2015-05-19,,0,0,0,0,0,0,0
2671,DAVII,solo,2014-12-12,,0,1630923,0,0,0,0,0
2672,Narin + Tan,group,,,0,0,0,0,0,0,0
2673,Goeun,solo,,,0,0,0,0,0,0,0
2674,Rizell,solo,,,0,0,0,0,0,0,0
2675,Sia,solo,,,0,0,561,0,0,0,0
2676,Boreum,solo,,2023,0,0,0,0,0,0,0
2677,Soyeon,solo,2021-02-05,,0,0,0,0,0,0,0
2678,Han Areum,solo,,2013,0,0,0,0,0,0,0
2679,Hwayoung,solo,,2012,0,0,0,0,0,0,0
2680,T-ARA QBS,group,2013-06-26,2017,0,909788,0,0,0,0,0
2681,Taeil,solo,,2024,0,16431373,0,0,0,0,0
2682,Xiaojun,solo,,,0,0,0,0,0,0,0
2683,YangYang,solo,,,0,0,0,0,0,0,0
2684,Kun,solo,,,0,0,0,0,0,0,0
2685,Hendery,solo,,,0,0,0,0,0,0,0
2686,Vivi,solo,,,1666,7024723,0,0,0,0,0
2687,Jinsoul,solo,,,0,13819447,0,0,0,0,0
2688,Yeojin,solo,,,0,9008377,0,0,0,0,0
2689,Aron,solo,,2022,0,0,0,0,0,0,0
2690,Jungwoo,solo,,2022,0,0,0,0,0,0,0
2691,Yuji,solo,,,0,0,0,0,0,0,0
2692,Chaehyun,solo,,,0,268169,0,0,0,0,0
2693,Dayeon,solo,,,0,0,0,0,0,0,0
2694,Yeseo,solo,,,0,0,0,0,0,0,0
2695,Jeewon,solo,2025-08-25,,0,16853,0,0,0,0,0
2696,Chloe,solo,,2024,0,0,0,0,0,0,0
2697,Semi,solo,,,0,0,0,0,0,0,0
2698,Dohee,solo,,2024,0,0,0,0,0,0,0
2699,Bada,solo,,2016,1221,2090685,33,0,0,0,0
2700,Eugene,solo,2003-05-30,2010,0,0,0,0,0,0,0
2701,Shoo,solo,,2002,0,0,0,0,0,0,0
2702,Hwa Yeon,solo,2022-05-01,,0,77946,0,0,0,0,0
2703,LE SSERAFIM,group,2022-05-02,,6621394,2355586513,28022,138,36,13,0
2704,Sakura,solo,,,0,0,0,0,0,0,0
2705,Lee Chaeyeon,solo,2022-10-12,,94595,111317462,945,0,0,0,0
2706,Chaewon,solo,,,0,0,0,0,0,0,0
2707,Minju,solo,,2021,0,0,0,0,0,0,0
2708,Yunjin,solo,,,0,32563658,0,0,0,0,0
2709,Kazuha,solo,,,0,0,0,0,0,0,0
2710,Garam,solo,,2022,0,0,0,0,0,0,0
2711,Eunchae,solo,,,0,0,0,0,0,0,0
2712,Jiin,solo,,2022,0,0,0,0,0,0,0
2713,Miyu,solo,,,0,0,0,0,0,0,0
2714,Riona,solo,,,0,0,0,0,0,0,0
2715,Yeny,solo,,2022,0,0,0,0,0,0,0
2716,Niina,solo,,2023,0,0,0,0,0,0,0
2717,Tsugumi,solo,,2023,0,0,0,0,0,0,0
2718,Jinny,solo,2025-08-23,,0,2043691,0,0,0,0,0
2719,Minji,solo,,2025,0,0,0,0,0,0,0
2720,Zuu,solo,,,0,0,0,0,0,0,0
2721,Elly,solo,,2024,0,794464,0,0,0,0,0
2723,Lua,solo,,2024,0,0,0,0,0,0,0
2724,Lucy,solo,,2024,0,0,0,0,0,0,0
2725,Gaeul,solo,,2022,0,0,0,0,0,0,0
2726,Saebom,solo,,2022,0,0,0,0,0,0,0
2727,Seoyeon,solo,,2022,0,0,0,0,0,0,0
2728,CLASS:y,group,2022-05-05,,63486,48867010,0,0,0,0,0
2729,Hyeju,solo,,,0,0,0,0,0,0,0
2730,Hyungseo,solo,,,0,0,0,0,0,0,0
2731,Chaewon,solo,,,0,221983,0,0,0,0,0
2732,Riwon,solo,,,0,0,0,0,0,0,0
2733,Jimin,solo,,,0,0,0,0,0,0,0
2734,Boeun,solo,,,0,0,0,0,0,0,0
2735,Seonyou,solo,,,0,0,0,0,0,0,0
2736,Suji,solo,,2018,0,0,0,0,0,0,0
2737,Hyunuk,solo,,,0,0,0,0,0,0,0
2738,Soyoung,solo,2019-08-20,,0,106368,0,0,0,0,0
2739,Minju,solo,,2020,0,0,0,0,0,0,0
2741,Jeong Yujin,solo,,,0,116166,0,0,0,0,0
2742,Jane,solo,,2016,0,45370,0,0,0,0,0
2743,Lena,solo,2024-09-21,,0,59969,0,0,0,0,0
2744,Geonhee,solo,,,0,0,0,0,0,0,0
2745,Eunyong,solo,,2016,0,0,0,0,0,0,0
2746,OIL,solo,,2016,0,0,0,0,0,0,0
2747,Bitna,solo,,,0,0,0,0,0,0,0
2748,Kota,solo,,,0,0,0,0,0,0,0
2749,Eunju,solo,,,0,0,0,0,0,0,0
2750,Misung,solo,,2018,0,0,0,0,0,0,0
2751,Subin,solo,,2015,0,0,0,0,0,0,0
2752,Bona,solo,,,0,0,0,0,0,0,0
2753,Soobin,solo,,,0,0,0,0,0,0,0
2755,Dayoung,solo,2025-09-09,,0,10979774,927,0,1,0,0
2756,Yujin,solo,,2018,0,0,0,0,0,0,0
2757,Eunjin,solo,,,0,196189,0,0,0,0,0
2758,Nayoung,solo,,2018,0,0,0,0,0,0,0
2759,Lee Ju Hyuk,solo,,,0,388736,0,0,0,0,0
2760,GIFT,group,2018-05-10,,0,1188804,0,0,0,0,0
2761,Hwi Gyeom Jeong,solo,,,0,0,0,0,0,0,0
2762,Kim Hyungwoo,solo,,,0,0,0,0,0,0,0
2763,Sonnet,solo,2012-10-23,,0,5074113,0,0,0,0,0
2764,Sonnet + The ONE,group,2014-06-19,,0,260151,0,0,0,0,0
2765,AIRY,solo,2018-10-29,,0,60209,0,0,0,1,0
2766,Jungmo,solo,2019-07-23,,0,23517,0,0,0,0,0
2767,Kim Heechul & Kim Jungmo,group,2011-06-22,2019-04,36516,9220803,1,0,0,0,0
2768,Kim Heechul & Kim Jungmo + WheeIn,group,2016-04-14,,0,2276377,0,0,0,0,0
2769,Universe Shorties,group,2019-12-15,,0,3528069,0,0,0,0,0
2770,Ellyn,solo,,2022,0,0,0,0,0,0,0
2771,Arem,solo,,,0,0,0,0,0,0,0
2772,Iree,solo,,,0,0,0,0,0,0,0
2773,Yeongeun,solo,,,0,0,0,0,0,0,0
2774,Jayoung,solo,,,0,0,0,0,0,0,0
2775,Hyunjung,solo,,,0,0,0,0,0,0,0
2776,Minhyuk,solo,,,0,4257033,0,0,0,0,0
2777,Jonghyun,solo,,2019,0,0,1142,0,0,0,0
2778,Lee Soo Young,solo,1999-10-08,,0,6115010,587,0,0,4,0
2779,TNX,group,2022-05-17,,247640,99351402,0,0,0,1,0
2780,Inati,solo,,2013,0,0,0,0,0,0,0
2781,Dari,solo,,2013,0,0,0,0,0,0,0
2782,Simon,solo,,2013,0,0,0,0,0,0,0
2783,Donglim,solo,,2013,0,0,0,0,0,0,0
2784,Jeesu,solo,,2013,0,0,0,0,0,0,0
2785,Daniel,solo,,2013,0,0,0,0,0,0,0
2786,G.I,solo,,,0,0,0,0,0,0,0
2787,Zeth,solo,,,0,0,0,0,0,0,0
2788,Hyun,solo,,,0,0,0,0,0,0,0
2789,Roi,solo,,,0,0,0,0,0,0,0
2790,Shun,solo,2025-10-14,,0,0,0,0,0,0,0
2791,Boun,solo,,2021,0,0,0,0,0,0,0
2792,TaeHun,solo,,,0,16088,0,0,0,0,0
2793,Kyungjun,solo,,2024,0,0,0,0,0,0,0
2794,Hyunsoo,solo,,,0,0,0,0,0,0,0
2795,Junhyeok,solo,,,0,0,0,0,0,0,0
2796,Hwi,solo,,,0,0,0,0,0,0,0
2797,Sungjun,solo,,,0,0,0,0,0,0,0
2798,Ohhyuk,solo,,,0,47867709,2235,0,0,0,1
2799,Donggeon,solo,,,0,0,0,0,0,0,0
2800,Inwoo,solo,,,0,0,0,0,0,0,0
2801,Hyunjae,solo,,,0,0,0,0,0,0,0
2802,DK,solo,2024-02-15,,0,1353514,0,0,0,0,0
2803,U-Min,solo,2021-04-08,,0,86809,0,0,0,0,0
2804,Youngmi,solo,,,0,0,0,0,0,0,0
2805,Euni,solo,,,0,0,0,0,0,0,0
2806,Bongsun,solo,,,0,0,0,0,0,0,0
2807,Younghee,solo,,2018,0,0,0,0,0,0,0
2808,Simba,solo,,,0,0,0,0,0,0,0
2809,Eddy,solo,,,0,0,0,0,0,0,0
2810,Yul,solo,,,0,0,0,0,0,0,0
2811,Zica,solo,,,0,0,0,0,0,0,0
2812,Sanchung,solo,,,0,0,0,0,0,0,0
2813,E.Co,solo,,,0,0,0,0,0,0,0
2814,Gil,solo,,2017,0,4483121,796,0,0,0,0
2816,Boramiyu,solo,2018-11-21,,0,6754987,10,0,0,0,0
2817,Leemiyork + Boramiyu,group,2021-12-03,,0,1113304,0,0,0,0,0
2820,Epitone Project,solo,,,12235,33160280,226,0,0,0,0
2821,Epitone Project + Kim Sunho,group,2021-05-06,2021,0,2658922,0,0,0,0,0
2822,Epitone Project + Younha,group,2020-12-10,2020,0,2442049,0,0,0,0,0
2823,Blank2y,group,2022-05-24,2023-02,81994,30568057,0,0,0,0,0
2824,DK,solo,,,0,53504,0,0,0,0,0
2825,Louis,solo,,,0,0,0,0,0,0,0
2826,Donghyuk,solo,,,0,0,0,0,0,0,0
2827,Siwoo,solo,,,0,0,0,0,0,0,0
2828,Daisuke,solo,,,0,0,0,0,0,0,0
2829,U,solo,,,0,0,0,0,0,0,0
2830,Youngbin,solo,,2023,0,0,0,0,0,0,0
2831,Sungjun,solo,,,0,0,0,0,0,0,0
2832,So Dam,solo,,,0,0,0,0,0,0,0
2833,Eric,solo,,,0,0,0,0,0,0,0
2834,Lee Minwoo,solo,,,12737,18864,131,0,0,1,0
2835,Yuhwan,solo,,2016,0,0,0,0,0,0,0
2836,Jungwoo,solo,,2016,0,0,0,0,0,0,0
2837,IONE,solo,2016-06-24,,0,131341,0,0,0,0,0
2838,Jongkook,solo,,2016,0,0,0,0,0,0,0
2839,Sejun,solo,,2016,0,0,0,0,0,0,0
2840,KI-O,solo,,2016,0,0,0,0,0,0,0
2841,Sungmin,solo,,2016,0,0,0,0,0,0,0
2842,Kim Yongjun,solo,,,0,215303,33,0,0,0,0
2843,Ten + Yangyang,group,,,0,29632662,0,0,0,0,0
2844,Kun + Xiaojun,group,2021-06-16,,0,6127271,0,0,0,0,0
2845,Kim Yuna,solo,2014-05-23,2021,0,2296911,0,0,0,0,0
2846,Kim Yuna,solo,,,0,0,0,0,0,0,0
2847,Kim Yuna (unakeii),solo,2018-03-22,,0,1101844,0,0,0,0,0
2848,Heejun,solo,2001-10-05,2016,0,6028,0,0,0,3,0
2849,Woohyuk,solo,2005-09-12,,0,3754560,0,0,0,0,0
2850,Tony An,solo,2004-10-17,,0,0,0,0,0,0,0
