id, name,act,debut_date,disband_date,sales_circle, views, circle_streaming_score, billboard global, music_show_awards, yearly_awards, paks
4718,Shin Young Jae + Luna,group,2016-12-15,2016,0,893783,0,0,0,0,0
4719,Kangta + Vanness,group,2006-05-06,2006,0,1357821,0,0,0,0,0
4720,Misamo,group,2023-07-26,,0,206045075,0,0,0,0,0
4721,A-Daily,group,2014-12-03,2017,0,262454,0,0,0,0,0
4722,MR.MR,group,2012-10-04,2018,3784,6237096,0,0,0,0,0
4723,X-5,group,2011-04-22,2013-02,4007,1189212,0,0,0,0,0
4724,Ghun,solo,,2012,0,0,0,0,0,0,0
4725,Zin,solo,,2013,0,0,0,0,0,0,0
4726,Apink BnN,group,2014-06-27,,0,0,0,0,0,0,0
4727,Gyunyeon,solo,,,0,0,0,0,0,0,0
4728,Soojin,solo,,,0,0,0,0,0,0,0
4729,The ADE,group,2016-10-11,,0,1176393,0,0,0,0,0
4730,Wendy + MeloMance,group,2023-01-26,2023,0,1124491,0,0,0,0,0
4732,Han Yo Han + Kim Seungmin,group,2022-12-03,,0,70527,0,0,0,0,0
4733,Jahyeon,solo,,,0,0,0,0,0,0,0
4734,Minjung,solo,,,0,0,0,0,0,0,0
4735,ALi + Yesung,group,2017-02-24,2017,0,145153,0,0,0,0,0
4736,WH3N,solo,2019-05-24,,0,547766,0,0,0,0,0
4737,Bolbbalgan4 + WH3N,group,2019-11-27,2019,0,941573,0,0,0,0,0
4738,Ryu Jihyun,solo,2015-11-18,,0,349652,0,0,0,0,0
4739,8TURN,group,2023-01-30,,314338,48294143,0,0,0,0,0
4740,Jaeyun,solo,,,0,0,0,0,0,0,0
4741,Myungho,solo,,,0,0,0,0,0,0,0
4742,Minho,solo,,,0,0,0,0,0,0,0
4743,Yoonsung,solo,,,0,0,0,0,0,0,0
4744,Haemin,solo,,,0,0,0,0,0,0,0
4745,Kyungmin,solo,,,0,0,0,0,0,0,0
4746,Yungyu,solo,,,0,0,0,0,0,0,0
4747,Seungheon,solo,,,0,0,0,0,0,0,0
4748,Kim Jong seo,solo,1992-01-01,,0,0,0,0,0,0,0
4749,BXB,group,2023-01-30,,0,768554,0,0,0,0,0
4750,June,solo,,,0,0,0,0,0,0,0
4751,Jeong Mi Ae,solo,2015-06-05,,0,255307,0,0,0,0,0
4752,YB + Lee Sun Hee,group,2022-09-19,,0,15191,0,0,0,0,0
4753,Baek Jiyoung + Hongki,group,2021-07-07,,0,1124938,0,0,0,0,0
4754,Sion,solo,2022-07-23,,0,1788283,0,0,0,0,0
4755,EXN,solo,2021-03-12,,0,511461,0,0,0,0,0
4756,EXN + Sion,group,2022-07-30,2022,0,0,0,0,0,0,0
4757,Jayci yucca,solo,2019-01-08,,0,0,0,0,0,0,0
4758,Kid Wine,solo,2019-05-16,,0,0,0,0,0,0,0
4759,Lee Byeong Chan,solo,2022-06-08,,14339,1273450,0,0,0,0,0
4760,SAya,solo,,,0,11082455,0,0,0,0,0
4761,Doko,solo,2018-05-14,,0,1955779,0,0,0,0,0
4762,jerd,solo,2019-01-08,,0,178150,0,0,0,1,0
4763,Lee Jinjae,solo,2019-11-14,,0,2138223,0,0,0,0,0
4764,JUST B + AleXa,group,2023-02-14,2023,0,5192426,0,0,0,0,0
4765,n.SSign,group,2023-08-09,,729768,33239736,0,0,1,1,0
4766,Yoo Ara,solo,,2014,0,0,0,0,0,0,0
4767,Bob Girls,group,2014-06-10,2015,0,842563,0,0,0,0,0
4768,Jina,solo,,2015,0,0,0,0,0,0,0
4769,Yujeong,solo,,2015,0,0,0,0,0,0,0
4770,Danbi,solo,,2016,0,0,0,0,0,0,0
4771,HAWW,group,2023-02-23,,0,1743767,0,0,0,0,0
4772,TANAKA,solo,2022-01-29,,0,7861274,0,0,0,0,0
4773,Lim Kim + Jamie,group,2023-02-28,,0,485012,0,0,0,0,0
4774,Park Ki Young,solo,1997-11-05,,0,120485,0,0,0,0,0
4775,Song Sohee,solo,2015-04-23,,1826,30625173,0,0,0,0,0
4776,Walking After U,group,2014-09-19,,0,199379,0,0,0,0,0
4777,Sunny,solo,,,0,0,0,0,0,0,0
4778,A-Zzang,solo,,,0,0,0,0,0,0,0
4779,Haein,solo,,,0,0,0,0,0,0,0
4780,Hangyeom,solo,,,0,0,0,0,0,0,0
4781,Jia,solo,,,0,0,0,0,0,0,0
4782,Minyoung,solo,,2020,0,0,0,0,0,0,0
4783,Jinsil,solo,,2020,0,0,0,0,0,0,0
4784,Dokyung,solo,,2016,0,0,0,0,0,0,0
4785,AI,solo,,2016,0,0,0,0,0,0,0
4786,Hayeon,solo,,2014,0,0,0,0,0,0,0
4787,One Ket,solo,,2015,0,0,0,0,0,0,0
4788,Ji-A Min,solo,,2016,0,0,0,0,0,0,0
4789,Eunji,solo,,2016,0,0,0,0,0,0,0
4790,Aram,solo,,2014,0,0,0,0,0,0,0
4791,250,solo,2016-09-08,,0,4494977,0,0,0,4,0
4792,SILICA GEL,group,2015-08-21,,15225,23281145,0,0,0,7,0
4793,Geonjae,solo,,,0,0,0,0,0,0,0
4794,Hanju,solo,,,0,0,0,0,0,0,0
4795,Chunchu,solo,,,0,0,0,0,0,0,0
4796,Woonghee,solo,,,0,0,0,0,0,0,0
4797,KASPER,solo,2017-01-18,,0,889184,0,0,0,0,0
4798,Click-B,group,1999-08-07,2006,0,1100424,0,0,0,1,0
4799,Taehyung,solo,2010-01-21,2010,0,0,0,0,0,0,0
4800,Yunsuk,solo,2006-01-31,2009,0,0,0,0,0,0,0
4801,Jonghyuk,solo,,,0,0,0,0,0,0,0
4802,Sanghyuk,solo,,2006,0,0,0,0,0,0,0
4803,Hahyeongon Factory,solo,2008-03-13,,0,0,0,0,0,0,0
4804,Hoseok,solo,2007-03-13,,0,0,0,0,0,0,0
4805,Minhyuk,solo,2001-12-01,2013,0,0,0,0,0,0,0
4806,Changjae,solo,,2018,0,0,0,0,0,0,0
4807,Doyeon,solo,,2018,0,0,0,0,0,0,0
4808,Tey,solo,,,0,444177,0,0,0,0,0
4809,Sanghyun,solo,,2018,0,0,0,0,0,0,0
4810,Jaemin,solo,,2018,0,0,0,0,0,0,0
4811,Jin,solo,,2016,0,0,0,0,0,0,0
4812,HLB,solo,2018-06-20,,0,29983,0,0,0,0,0
4813,Hon,solo,,2014,0,0,0,0,0,0,0
4815,December,group,2009-10-27,,3697,9648731,8637,0,0,0,0
4816,DK,solo,2011-03-02,,10000,31455215,5863,0,0,0,0
4817,Yoonhyuk,solo,,,0,0,133,0,0,0,0
4825,YELO,solo,2018-09-18,,0,306319,0,0,0,0,0
4826,Poetic Narrator,group,2020-01-23,2021,0,289646,0,0,0,0,0
4827,SWAY,group,2020-10-29,,0,211760,0,0,0,0,0
4828,Jaeyeon,solo,,,0,643343,0,0,0,0,0
4829,Joonhyuk,solo,,,0,0,0,0,0,0,0
4830,Sena,solo,,2017,0,0,0,0,0,0,0
4831,Jisun,solo,,2023,0,0,0,0,0,0,0
4832,Jei,solo,,2017,0,0,0,0,0,0,0
4833,Youngbi,solo,,2017,0,0,2,0,0,0,0
4834,Yunseol,solo,,2015,0,0,0,0,0,0,0
4835,ChaeE,solo,,2015,0,0,0,0,0,0,0
4836,Jade,solo,,2015,0,0,0,0,0,0,0
4837,Diana,solo,,2015,0,0,0,0,0,0,0
4838,Kazuta,solo,,,0,0,0,0,0,0,0
4839,Hyun,solo,,2024,0,0,0,0,0,0,0
4840,Doha,solo,,,0,0,0,0,0,0,0
4841,Junhyeok,solo,,,0,0,0,0,0,0,0
4842,Sungyun,solo,,,0,0,0,0,0,0,0
4843,Hanjun,solo,,,0,0,0,0,0,0,0
4844,Huiwon,solo,,,0,0,0,0,0,0,0
4845,Jimin,solo,,,0,0,0,0,0,0,0
4846,Jeonggeun,solo,,,0,0,0,0,0,0,0
4847,Minyong,solo,,,0,0,0,0,0,0,0
4848,Chanyoung,solo,,,0,0,0,0,0,0,0
4849,Juho,solo,,,0,0,0,0,0,0,0
4850,Louii,solo,,,0,0,0,0,0,0,0
4851,Seobin,solo,,,0,0,0,0,0,0,0
4852,Doa,solo,,,0,0,0,0,0,0,0
4853,Yeonseo,solo,,,0,0,0,0,0,0,0
4854,Euna,solo,,,0,0,0,0,0,0,0
4855,Wony,solo,,,0,7051,0,0,0,0,0
4856,Sunmi + BE\'O,group,2023-03-22,,0,1370490,0,0,0,0,0
4857,Leewoo + Yuju,group,2023-03-23,2023-03,0,105581,0,0,0,0,0
4858,Zior Park,solo,2018-04-03,,0,34701707,1357,0,0,0,0
4859,msftz,solo,2020-01-02,,0,2033202,0,0,0,0,0
4860,xikers,group,2023-03-30,,1317135,230861635,0,0,0,0,0
4861,Minjae,solo,,,0,0,0,0,0,0,0
4862,Junmin,solo,,,0,0,0,0,0,0,0
4863,Sumin,solo,,,0,0,0,0,0,0,0
4864,Jinsik,solo,,,0,0,0,0,0,0,0
4865,Hyunwoo,solo,,,0,0,0,0,0,0,0
4866,Junghoon,solo,,,0,0,0,0,0,0,0
4867,Seeun,solo,,,0,0,0,0,0,0,0
4868,Yujun,solo,,,0,0,0,0,0,0,0
4869,Hunter,solo,,,0,0,0,0,0,0,0
4870,Yechan,solo,,,0,0,0,0,0,0,0
4871,JuJu Secret,group,2023-03-25,,0,1244169,581,0,0,0,0
4872,Loco + Yuju,group,,,0,6913000,1855,0,0,0,0
4873,NC.A + Yano + Sangdo,group,,,0,2605,0,0,0,0,0
4874,Yuvin + Kim Na Young,group,,,0,15558,0,0,0,0,0
4875,Ryu Minhee,solo,2020-12-22,,0,1838251,0,0,0,0,0
4876,Eunyoung Do,solo,,2015-08,0,0,0,0,0,0,0
4877,The Stray,group,,,0,1143216,0,0,0,0,0
4878,Jack,solo,,,0,0,0,0,0,0,0
4879,L.NDN,solo,,,0,0,0,0,0,0,0
4880,Kim Hyunseong,solo,,,0,0,0,0,0,0,0
4881,LA POEM,group,2020-12-02,,128566,7025174,0,0,0,0,0
4882,You Chaehoon,solo,2022-07-06,,86908,1851738,0,0,0,0,0
4883,Choi Sunghoon,solo,,,0,0,0,0,0,0,0
4884,Jeong Minseong,solo,,,0,0,0,0,0,0,0
4885,Park Kihun,solo,,,0,0,0,0,0,0,0
4886,Yurisangja,group,1997-06-01,,701113,913885,87,0,0,1,0
4887,Seunghwa,solo,,,0,0,0,0,0,0,0
4888,Sejun,solo,,,0,0,0,0,0,0,0
4889,Jang Yeonjoo,solo,2000-05-01,,0,6032,0,0,0,0,0
4890,Silverbell,solo,,,0,61980,0,0,0,0,0
4891,PONY,solo,2018-04-07,,0,0,0,0,0,0,0
4892,Cha Minho,solo,,,0,0,0,0,0,0,0
4893,LAS,group,2022-04-23,,0,4557421,0,0,0,0,0
4894,SLAY,solo,,,0,0,0,0,0,0,0
4895,AVIN,solo,,,0,0,0,0,0,0,0
4896,Izykite,solo,2021-02-03,,0,1554180,0,0,0,0,0
4897,AP Alchemy,group,2023-02-18,,0,5273106,0,0,0,0,0
4898,Topbob,solo,2014-01-10,,0,348835,118,0,0,0,0
4899,Offroad,group,2012-09-21,2017,0,1816066,0,0,0,0,0
4900,Lee Dae Won,solo,2020-04-29,,0,97291,0,0,0,0,0
4901,Habin,solo,,2017,0,0,0,0,0,0,0
4902,UNOBUCKX,solo,,2017,0,653,0,0,0,0,0
4903,Harang,solo,,2017,3452,0,36,0,0,0,0
4904,Arkay,solo,,2017,0,0,0,0,0,0,0
4905,G.I,solo,,2012,0,0,0,0,0,0,0
4906,Seung Hun,solo,,2012,0,0,0,0,0,0,0
4907,Turtles,group,2001-12-20,2011,0,8634419,90,0,2,0,0
4908,Turtle Man,solo,,2008-04,0,0,0,0,0,0,0
4909,Z.E,solo,,2011,0,0,0,0,0,0,0
4910,Geum B,solo,2009-08-07,,0,0,0,0,0,0,0
4911,Subin,solo,2009-01-07,,0,0,61,0,0,0,0
4912,Lee Kang,solo,,2011,0,0,0,0,0,0,0
4913,Advanced,group,2015-09-29,,0,1756479,0,0,0,0,0
4914,THORNAPPLE,group,2009-12-24,,0,5283751,0,0,0,0,0
4915,Yoon Sunghyun,solo,,,0,0,0,0,0,0,0
4916,Sim Jaehyun,solo,,,0,0,0,0,0,0,0
4917,Hong Dongkyun,solo,,,0,0,0,0,0,0,0
4918,Bang Joseph,solo,,,0,0,0,0,0,0,0
4919,Han Seungchan,solo,,2015,0,0,0,0,0,0,0
4920,MINX,group,2014-09-18,2016-11,1742,5991565,0,0,0,0,0
4921,Lizzy + Park Myungsoo,group,2015-02-13,2015,0,776007,0,0,0,0,0
4922,Chunji + Eunha,group,2017-10-26,2017,0,1952025,0,0,0,0,0
4923,Tur-v,group,2019-08-02,2019,0,1158106,0,0,0,0,0
4924,Son Dam Bi + After School,group,2009-07-23,2011,0,1988935,0,0,0,0,0
4925,Kwon Eunbi + Juri,group,2022-01-18,2022,0,90417,0,0,0,0,0
4926,Gaeko + Davichi,group,2022-03-02,2022,0,236372,0,0,0,0,0
4927,Zia + Lee Hae Ri,group,2013-09-06,2013,0,2068933,446,0,0,0,0
4928,MC Mong + Kim Jae Hwan,group,2020-04-10,2020,0,927585,0,0,0,0,0
4929,Kang Daniel + Chancellor,group,2021-11-16,2021,0,584895,0,0,0,0,0
4930,NIEL + JUSTHIS,group,2017-09-21,2017,0,526623,0,0,0,0,0
4931,Sik-K + Coogie,group,2019-09-24,2019,0,1864605,0,0,0,0,0
4932,Ash Island + GroovyRoom,group,2021-07-09,2021,0,3188904,0,0,0,0,0
4933,Yang Da Il + Bumkey,group,2021-09-15,2021,0,12964,0,0,0,0,0
4934,BLOO + nafla,group,2020-09-10,2020,0,2862933,0,0,0,0,0
4935,Lee Jinjae + Baby Blue,group,2021-12-25,2021,0,87559,0,0,0,0,0
4937,Code Kunst + Choi Junghoon + Simon Dominic,group,2020-11-16,2020,0,1650590,0,0,0,0,0
4938,K.will + JUNGGIGO + Jooyoung + Brother Su,group,2016-02-14,2016,0,953789,0,0,0,0,0
4939,Mad Clown + Brother Su,group,2016-02-17,2016,0,1516476,0,0,0,0,0
4940,Chuu + Kim Yohan,group,2021-09-15,2023,0,2007954,0,0,0,0,0
4941,M&N,group,2013-11-11,,0,0,125,0,0,0,0
4942,After School Red,group,2011-07-20,2019,0,4141828,0,0,0,0,0
4943,After School Blue,group,2011-07-20,2019,0,2084206,0,0,0,0,0
4944,X:IN,group,2023-04-11,,0,42258806,0,0,0,0,0
4945,Roa,solo,2017-04-24,,0,96325,0,0,0,0,0
4946,E-Seol,solo,,,0,0,0,0,0,0,0
4947,E.sha,solo,,,0,0,0,0,0,0,0
4948,Nova,solo,,,0,0,0,0,0,0,0
4949,Aria,solo,,,0,0,0,0,0,0,0
4950,Synsnake,group,2016-05-26,,0,1315777,0,0,0,0,0
4951,ID:Earth,solo,2019-02-01,,0,1091658,0,0,0,0,0
4952,Serah,solo,,,0,0,0,0,0,0,0
4953,Randy,solo,,,0,0,0,0,0,0,0
4954,EERO,solo,,,0,0,0,0,0,0,0
4955,Present,solo,,,0,0,0,0,0,0,0
4956,Simon,solo,,,0,0,0,0,0,0,0
4957,Say Yes,group,2013-07-25,2017,752,14980,125,0,0,0,0
4958,Hokyung,solo,,2017,0,0,0,0,0,0,0
4959,Subin,solo,,2017,0,0,0,0,0,0,0
4960,Sungkyu,solo,,2017,0,0,0,0,0,0,0
4961,Sion,solo,,2017,0,0,0,0,0,0,0
4962,Junhyung,solo,,2017,0,0,0,0,0,0,0
4963,Pungdeng-E,group,2013-12-12,2020,0,2978907,0,0,0,0,0
4964,Blue,solo,,2020,0,0,0,0,0,0,0
4965,Red,solo,,2020,0,0,0,0,0,0,0
4966,Yellow,solo,,2020,0,0,0,0,0,0,0
4967,Hedy,solo,2019-10-24,,0,205436,0,0,0,0,0
4968,Paradise,group,2017-04-18,,0,197476,0,0,0,0,0
4969,Hoon,solo,,,0,0,0,0,0,0,0
4970,LoveUs,group,2015-07-06,2016,0,417377,0,0,0,0,0
4971,Seongchan,solo,,,0,0,0,0,0,0,0
4972,Seungjin,solo,,,0,0,0,0,0,0,0
4973,Feel Good,solo,,,0,0,0,0,0,0,0
4974,HaYaan,solo,,2016,0,0,0,0,0,0,0
4975,Euna,solo,,2016,0,0,0,0,0,0,0
4976,Park Soyeon,solo,2020-11-30,,0,122563,0,0,0,0,0
4977,Axodus,group,2015-08-13,,0,502116,0,0,0,0,0
4978,Don Spike,solo,,,0,0,0,0,0,0,0
4979,Nevermind,group,2013-01-17,2014,0,8613,0,0,0,0,0
4980,Bubble-X,group,2014-02-24,,0,119661,0,0,0,0,0
4981,Changha,solo,,2014,0,0,0,0,0,0,0
4982,G.ONE,solo,,2014,0,0,0,0,0,0,0
4983,INO,solo,,2014,0,0,0,0,0,0,0
4984,Jihoon,solo,,2014,0,0,0,0,0,0,0
4985,Juha,solo,,,0,0,0,0,0,0,0
4986,Messgram,group,2014-04-08,,0,938664,0,0,0,0,0
4987,Soojin,solo,,,0,0,0,0,0,0,0
4988,Jahnny Shin,solo,,,0,0,0,0,0,0,0
4989,Yushik,solo,,,0,0,0,0,0,0,0
4990,Chanhyun,solo,,,0,0,0,0,0,0,0
4991,Jiyoung,solo,,,0,0,0,0,0,0,0
4992,Awe5ome Baby,group,2015-06-15,2016,0,115180,0,0,0,0,0
4993,June,solo,,2016,0,0,0,0,0,0,0
4994,Sumin,solo,,2016,0,0,0,0,0,0,0
4995,Yi Chaebin,solo,2021-08-07,,0,6442,0,0,0,0,0
4996,Lina,solo,,2016,0,0,0,0,0,0,0
4997,Adios Audio,group,2016-11-23,,0,665171,0,0,0,0,0
4998,Maho,solo,,,0,0,0,0,0,0,0
4999,Seung Joon Kim,solo,,,0,0,0,0,0,0,0
5000,Hojae Lim,solo,,,0,0,0,0,0,0,0
5001,Ashmute,group,2015-11-13,,0,965560,0,0,0,0,0
5002,Rang,solo,,,0,0,0,0,0,0,0
5003,Oov,solo,,,0,0,0,0,0,0,0
5004,Lip Service,group,2014-02-06,2017,0,2862235,0,0,0,0,0
5005,BiPa,solo,,,0,140795,0,0,0,0,0
5006,Anna,solo,,2017,0,0,0,0,0,0,0
5007,Kora,solo,,2014,0,0,0,0,0,0,0
5008,CinD,solo,,2015,0,0,0,0,0,0,0
5009,Blastar,group,2020-07-31,2020,0,227507,0,0,0,0,0
5010,Gahee,solo,,2020,0,0,0,0,0,0,0
5011,Donga,solo,2019-03-10,,0,41731,0,0,0,0,0
5012,On,solo,,2020,0,0,0,0,0,0,0
5013,Seowoo,solo,,2020,0,0,0,0,0,0,0
5014,Touched,group,2020-12-13,,0,3304422,0,0,0,0,0
5015,Yunmin,solo,,,0,0,0,0,0,0,0
5016,D.On,solo,,,0,0,0,0,0,0,0
5017,John B. Kim,solo,,,0,0,0,0,0,0,0
5018,Chae Dohyeon,solo,,,0,0,0,0,0,0,0
5019,Kim Seungbin,solo,,,0,0,0,0,0,0,0
5020,cotoba,group,2019-08-29,,0,568744,0,0,0,0,0
5021,DyoN Joo,solo,,,0,0,0,0,0,0,0
5022,Dafne,solo,,,0,0,0,0,0,0,0
5023,Sei,solo,,2023,0,0,0,0,0,0,0
5024,Minsuh,solo,,,0,0,0,0,0,0,0
5025,euPhemia,solo,,2022,0,0,0,0,0,0,0
5026,Marker,solo,,2022,0,0,0,0,0,0,0
5027,DjuNaNa,solo,,2022,0,0,0,0,0,0,0
5028,Various,group,2016-04-29,2018,0,116791,0,0,0,0,0
5029,Taein,solo,,2018,0,0,0,0,0,0,0
5030,Doyoung,solo,,2018,0,0,0,0,0,0,0
5031,Hyebin,solo,,2016,0,0,0,0,0,0,0
5032,Jieun,solo,,2017,0,0,0,0,0,0,0
5033,Soeun,solo,,2017,0,0,0,0,0,0,0
5034,Seulki,solo,,2017,0,0,0,0,0,0,0
5035,Yeji,solo,,2017,0,0,0,0,0,0,0
5036,HEXE,group,2015-10-16,2016,0,22883,0,0,0,0,0
5037,Soyeah,solo,,2016,0,0,0,0,0,0,0
5038,Sara,solo,,2016,0,0,0,0,0,0,0
5039,Soeun,solo,,2016,0,0,0,0,0,0,0
5040,Mirae,solo,,2016,0,0,0,0,0,0,0
5041,AGirls,group,2013-10-21,2017,0,28100,0,0,0,0,0
5042,Yeonju,solo,,2017,0,0,0,0,0,0,0
5043,Areum,solo,,2017,0,0,0,0,0,0,0
5044,Jane,solo,,2017,0,0,0,0,0,0,0
5045,Hyeji,solo,,2017,0,0,0,0,0,0,0
5046,Hanle,solo,,2016,0,0,0,0,0,0,0
5047,Minseung,solo,,2016,0,0,0,0,0,0,0
5048,InAh,solo,,2016,0,0,0,0,0,0,0
5049,Yurian,solo,,2016,0,0,0,0,0,0,0
5050,Danwoo,solo,,2016,0,0,0,0,0,0,0
5051,BOBI,solo,2022-03-31,,0,6669,0,0,0,0,0
5052,FIVE RUN STRIKE,group,2016-07-21,2017,0,38175,0,0,0,0,0
5053,Rami,solo,,2017,0,0,0,0,0,0,0
5054,ACE,solo,,2017,0,0,0,0,0,0,0
5055,Myoungshin,solo,,2017,0,0,0,0,0,0,0
5056,JK,solo,,2017,0,0,0,0,0,0,0
5057,D-UNIT,group,2012-08-01,2013,1910,2714661,149,0,0,0,0
5058,Yujin,solo,,2019,0,0,0,0,0,0,0
5059,ZIN,solo,,2013,0,0,0,0,0,0,0
5060,S#aFla,group,2018-10-18,2019,0,458102,0,0,0,0,0
5061,Suhyeon,solo,,2019,0,0,0,0,0,0,0
5062,Seulki,solo,,2019,0,0,0,0,0,0,0
5063,1PS,group,2014-03-03,2015,0,498465,72,0,0,0,0
5064,Yoonseo,solo,,2015,0,0,0,0,0,0,0
5065,Saeha,solo,,2015,0,0,0,0,0,0,0
5066,Jieun,solo,2018-04-12,,0,0,0,0,0,0,0
5067,GP Basic,group,2010-08-15,2015,0,3574966,64,0,0,0,0
5068,Zion,solo,,2015,0,0,0,0,0,0,0
5069,Trinity,solo,,2015,0,0,0,0,0,0,0
5070,Amet,solo,,2015,0,0,0,0,0,0,0
5071,Mooi,solo,,2015,0,0,0,0,0,0,0
5072,Janey,solo,,2015,0,0,0,0,0,0,0
5073,Hannah,solo,,2011,0,0,0,0,0,0,0
5074,Leah,solo,,2014,0,0,0,0,0,0,0
5075,NCT DOJAEJUNG,group,2023-04-17,,806642,75753356,262,0,2,0,0
5076,JIN JU,solo,2018-10-27,,0,869666,0,0,0,0,0
5077,Nana Mellie,solo,2018-09-02,,0,112853,0,0,0,0,0
5078,Q.O.S,group,2020-05-28,2022,0,25152,0,0,0,0,0
5079,Terra,solo,,,0,0,0,0,0,0,0
5080,SoLt,solo,2023-07-05,,0,57515,0,0,0,0,0
5081,Lily,solo,,,0,0,0,0,0,0,0
5082,Dahee,solo,,2020,0,0,0,0,0,0,0
5083,Kangta + Lee Areum,group,2023-04-22,2023,0,71630,0,0,0,0,0
5084,HÜ,group,2012-06-10,,0,66719,0,0,0,0,0
5085,Siwoo,solo,,,0,0,0,0,0,0,0
5086,Suhyun,solo,,,0,0,0,0,0,0,0
5087,Giyoon,solo,,,0,0,0,0,0,0,0
5088,Young K + Song Heejin,group,2020-11-25,2020,0,0,0,0,0,0,0
5095,Biuret,group,2005-07-14,,0,184932,0,0,0,0,0
5096,Hyewon,solo,,,0,0,0,0,0,0,0
5097,Jaehyun,solo,,,0,0,0,0,0,0,0
5098,Gyowon,solo,,,0,0,0,0,0,0,0
5099,Jinyong,solo,,,0,0,0,0,0,0,0
5100,Yoon Soyoung,solo,,2004,0,0,0,0,0,0,0
5101,Seo Wooseok,solo,,2004,0,0,0,0,0,0,0
5102,Kim Jooyeon,solo,,2004,0,0,0,0,0,0,0
5103,Muha,solo,,2004,0,0,0,0,0,0,0
5104,Virgo,solo,,2004,0,0,0,0,0,0,0
5105,Yery Band,group,2009-12-10,,0,94232,0,0,0,0,0
5106,SeungOh,solo,,,0,0,0,0,0,0,0
5107,Goonghyuk,solo,,,0,0,0,0,0,0,0
5108,Yery,solo,,,0,0,0,0,0,0,0
5109,Hakin,solo,,,0,0,0,0,0,0,0
5110,SeonJae,solo,,2013,0,0,0,0,0,0,0
5111,HaNeul,solo,,2013,0,0,0,0,0,0,0
5112,YongYong,solo,2017-05-25,,0,7115467,0,0,0,0,0
5113,Switch Berry,group,2013-07-19,2018,0,362957,0,0,0,0,0
5114,Jimin,solo,,2018,0,0,0,0,0,0,0
5115,Minah,solo,,2018,0,0,0,0,0,0,0
5116,Rose,solo,,2018,0,0,0,0,0,0,0
5117,Hana,solo,,2018,0,0,0,0,0,0,0
5118,Dami,solo,,2016,0,0,0,0,0,0,0
5119,Yerin,solo,,2017,0,0,0,0,0,0,0
5120,Sujeong,solo,,2013,0,0,0,0,0,0,0
5121,Yeon I,solo,,2017,0,0,0,0,0,0,0
5122,Minji,solo,,2017,0,0,0,0,0,0,0
5123,Duyoo,solo,,2018,0,0,0,0,0,0,0
5124,Saereom,solo,,2017,0,0,0,0,0,0,0
5125,Gayoung,solo,,2017,0,0,0,0,0,0,0
5126,Yora,solo,,2016,0,0,0,0,0,0,0
5127,Jenny,solo,,2017,0,0,0,0,0,0,0
5128,Sarang,solo,,2018,0,0,0,0,0,0,0
5129,Startline,group,2013-09-16,2016,0,558678,0,0,0,0,0
5130,Gun,solo,,2016,0,0,0,0,0,0,0
5131,Hojun,solo,,2016,0,0,0,0,0,0,0
5132,ZENA,solo,,,0,26674,0,0,0,0,0
5133,Danggisio,group,2015-12-24,2025,0,106579,0,0,0,0,0
5134,Son Jinwook,solo,2022-05-11,,0,139347,0,0,0,0,0
5135,Byeonggwan,solo,,,0,0,0,0,0,0,0
5136,Wooseok,solo,,,0,0,0,0,0,0,0
5137,Minyoung,solo,,,0,0,0,0,0,0,0
5138,Jongseok,solo,,,0,0,0,0,0,0,0
5139,Purple Rain,group,2020-03-05,2020,0,612818,0,0,0,0,0
5140,Bohoon,solo,,2020,0,0,0,0,0,0,0
5141,Jiwan,solo,,2020,0,0,0,0,0,0,0
5142,Hajin,solo,,2020,0,0,0,0,0,0,0
5143,Nau,solo,,2020,0,0,0,0,0,0,0
5144,Gwanghyeon,solo,,2020,0,0,0,0,0,0,0
5145,Monogram,group,2017-09-23,,0,3349810,0,0,0,0,0
5146,Kevin,solo,,,0,0,0,0,0,0,0
5147,Riwon,solo,,,0,0,0,0,0,0,0
5148,6band,group,2019-02-11,,0,365594,0,0,0,0,0
5149,Kang Junwoo,solo,,,0,0,0,0,0,0,0
5150,Yuk Joongwan,solo,,,0,0,0,0,0,0,0
5151,MEMI,solo,2022-05-11,,0,911652,0,0,0,0,0
5152,Lanalogue,group,2020-09-01,,0,550295,0,0,0,0,0
5153,Lyoon,solo,,,0,0,0,0,0,0,0
5154,Kyunue,solo,,,0,0,0,0,0,0,0
5155,Tatsuo,solo,,,0,0,0,0,0,0,0
5156,UMin,solo,,,0,0,0,0,0,0,0
5157,Beomsu,solo,,,0,0,0,0,0,0,0
5158,Meteor,solo,,2022,0,0,0,0,0,0,0
5159,E-min,solo,,2022,0,0,0,0,0,0,0
5160,015B,group,1990-07-15,,4001743,2742847,74,0,0,0,0
5161,Jang Hoil,solo,,,0,2235,0,0,0,0,0
5162,Jeong Seokwon,solo,,,0,0,0,0,0,0,0
5163,Cho Hyunggon,solo,,1993,0,0,0,0,0,0,0
5164,015B + Youra,group,2018-06-20,2019,0,525587,0,0,0,0,0
5165,015B + Rolling Quartz,group,2020-06-25,2020,0,204676,0,0,0,0,0
5166,015B + Jane Jang,group,2018-03-19,2019,0,53324,0,0,0,0,0
5167,Park Sohyun,solo,,,0,0,0,0,0,0,0
5168,Seo Dahyun,solo,,,0,477730,0,0,0,0,0
5169,Nien,solo,,,0,0,0,0,0,0,0
5170,Kotone,solo,,,0,0,0,0,0,0,0
5171,Kaede,solo,,,0,0,0,0,0,0,0
